Id,SalePrice
2658,120897.09853328994
2718,191304.19053632274
2414,191669.46024406346
1989,109717.79638240067
625,170043.35493687622
333,107387.74116250657
1327,126840.56619704753
858,144121.16430977883
95,144950.1010591666
1568,149088.90454059333
2482,165231.67645998124
1364,130106.1367653535
2584,133188.13709038278
818,298319.5117079531
2673,150528.5221104415
2089,143036.3530518407
1297,136206.78103021687
790,125349.99740409339
2616,191077.37951916637
720,193680.56709759907
222,157377.23019276786
557,153492.52841674205
1148,222563.1367693568
2766,171335.70217753926
534,156630.84557310393
1452,131938.0609160435
630,151870.12228603335
2648,121138.55616090579
125,146453.072442504
1904,74811.39359912575
1670,123726.09354916662
756,135708.55893597036
717,178221.6981014911
1032,165345.53801195222
852,241588.1208846462
1731,159837.70547528952
2639,107168.21638786579
2071,97171.35625338055
1267,151682.3805974487
1851,151557.15575366022
567,132843.53984903675
2439,241652.16914934933
1898,148170.5055750472
647,168737.00871163147
2256,188354.08004442582
979,137919.09561295557
1444,195802.86029432763
2485,137149.99234365183
157,127465.45097256465
88,143953.03181092153
2003,120723.90516445776
186,138083.95633302012
1425,224097.15406129535
2695,114775.0658318069
738,123307.43125748097
395,148540.96483802053
1353,163968.42838758655
1878,145455.2517973429
390,145197.0826275417
1456,222900.90575520913
1103,327867.4705323298
1387,147846.57716669314
2070,170581.79342226844
1199,147577.54279947313
2479,158470.22851528518
501,251520.85239202922
2362,124810.00299305916
1718,213305.76152121703
2188,139666.18670762767
1483,170388.49679451002
2557,118911.96423894569
437,346688.46635482257
2224,180912.82111627012
1628,183585.26702703227
397,157838.47661726564
587,165744.22664966437
2182,620467.0108325327
971,136798.6919577141
2611,142637.41688465048
1887,94951.28387961088
2399,297596.27625465277
2148,206255.79944007593
304,115071.0399068345
1997,123984.34624099934
2817,156805.3321934331
1431,230337.49270781217
427,323976.04917915486
263,121985.50708212944
598,153698.49672571957
2895,212709.3775598356
687,139001.32416936118
1822,161007.73694071145
2191,134583.3364219995
179,102680.06744558623
1009,193873.3292490554
2010,151361.1275073034
1991,138811.68239738076
1411,162594.4904179592
1721,233721.5605713885
1144,221070.63624577702
593,221813.2575609895
575,233665.96812023994
1249,174415.28134590894
1604,105101.43987424654
1064,433461.4936645855
1923,152032.38472390317
1988,124889.84347264063
2325,171172.76859616733
114,193078.4556711763
2700,184432.6042129728
217,134876.83398775494
343,156584.53964955904
386,174431.92025776158
2005,141097.64359553417
2908,99029.6603837044
1814,234520.64874211326
2446,403566.37334049755
208,167246.31723311826
1679,111730.3750313312
822,292517.1299727993
6,171319.55266377365
1781,293265.7385138178
2397,221737.44532972426
2340,248021.9687344132
1618,151512.95871423447
2843,187658.3662416105
1061,356605.25238858187
2786,157108.61753459234
1935,152970.9243315102
1341,127301.4024528436
521,222566.4624461458
2136,139339.54561958817
996,199700.86442950036
227,169121.04451711263
135,159124.27563083262
1167,145472.6944551135
294,190340.57826299555
1776,203555.32565704544
540,206978.80208265156
1717,183689.70460595467
2303,116838.9082309794
116,181038.3761950732
127,143661.87370067684
1371,122061.3536213908
1014,201229.13304245425
1507,113349.52752954265
702,146564.52546074596
750,140647.5244213283
261,157864.71192294615
1559,82858.0946403482
577,176065.31249973498
2812,225707.09814580448
2080,160096.66065386668
1368,116137.48257539576
2376,132510.62290604648
659,126704.03816508538
1235,168824.89827874274
332,106978.217214452
1917,123604.59889265013
2094,206174.56613524177
1460,195049.5093649212
1471,225017.42538578753
1509,126732.15146489198
1922,153712.27662708316
433,396069.4637401928
460,214172.63436735724
1116,207448.6736766482
1137,168859.29849046993
53,148196.2438397923
2354,216270.69240953305
1475,170973.4141083727
1761,539693.917648925
842,156454.15291788272
2739,170126.87941368963
2509,157194.8157874098
1007,213834.5202370309
2610,170119.30852878778
1952,102922.53875448726
2719,192124.04575119578
2921,112730.86455453931
1966,130786.03119457913
292,131902.3933598595
1204,165681.48154365257
1829,148009.74686305644
2419,192477.21796340228
391,160957.0907845661
798,125380.09694881114
481,237320.25263857315
193,178320.82111525995
555,150281.64087248003
899,118481.981059249
2357,186345.60614239296
328,142590.44936246582
1356,132108.54574306673
1154,120237.22774152634
1730,228851.71489400684
2249,167756.80432978092
1119,237517.43914208497
2856,159494.3379822115
1394,160519.48870241642
2587,109830.34919656688
61,369366.0374711269
2661,173395.13293532302
2711,142762.66000682197
1147,204236.1506261649
757,130578.21562848298
2623,110660.3115265132
2378,139609.19678745596
1413,147944.72573760705
1722,205039.27970288927
1112,206048.75789318178
1623,198291.44048467028
1201,198642.81577255297
1513,121638.11913818738
957,411064.8232702933
1171,245567.14478432038
1145,157645.14224752458
2726,163112.02681275742
703,135920.33493271796
760,102334.22887635781
1964,165228.80376976723
2512,151956.72894982924
159,146170.28673045003
1281,165858.60745544868
468,209735.23500789763
290,120026.41146508604
665,102984.60948996228
1463,283236.0668592811
1792,179365.5305748704
923,161125.6319690773
500,278009.8673677171
1408,172066.78151617272
331,117594.75908977687
170,173075.46590946257
2192,131035.9058031928
2571,242192.92872244
2314,169852.52348305334
2647,95652.19592747922
422,385241.41900678206
2457,329589.98330206727
1838,159920.5873016065
2805,206020.39576952683
1645,153646.403287832
1711,266836.8234028023
2825,217663.8191045444
322,325516.2899905791
2103,229956.9690400423
342,122275.93938191324
600,114117.55659774605
488,124410.83709799623
1725,318531.97538557416
2246,217590.17296631675
2847,138249.77251170969
806,241435.57426669294
530,201020.52466697263
963,164302.5464151049
2678,114277.84181711751
171,114546.83303466655
2401,310452.0398020355
805,216612.23881597957
2259,167546.37500546884
1748,157972.02994237465
1361,117590.64323461168
1677,103409.9279368709
1406,128409.8796767343
2322,226996.23025463615
688,132292.1138637637
143,125372.37469903473
804,214073.06597447474
1214,177377.19461588163
2828,167005.6476314335
1999,161647.8957691644
2467,169563.56772355083
2665,126921.71748616773
