Id,SalePrice
2658,115412.97728594487
2718,164026.62024576904
2414,218277.0192034234
1989,101121.49226782763
625,175486.96987957816
333,96071.02321419204
1327,106849.2432930378
858,147671.11263494485
95,170213.55125775313
1568,155711.63446943153
2482,160868.70460536846
1364,110754.91839456696
2584,138988.77812310006
818,286511.861508462
2673,101493.18714517604
2089,128415.65288321834
1297,155397.8384078008
790,113861.20892192863
2616,188446.37531548744
720,182485.98177709332
222,162187.75914687684
557,130083.46666755712
1148,184991.53981935306
2766,178086.14405679406
534,173014.4614982609
1452,125567.83629828815
630,138278.81260788877
2648,119116.96036574377
125,166038.8034768673
1904,73859.02136731755
1670,113602.17789272958
756,92240.0429906985
717,126394.36804495122
1032,152460.59997410976
852,216671.9445638804
1731,172079.59800626436
2639,107977.3801412816
2071,88089.67651823488
1267,137091.3993429998
1851,184795.2375307053
567,164447.28878760268
2439,210618.01474750447
1898,146293.84945026808
647,138787.87405455342
2256,212747.25837638497
979,93368.72621387267
1444,219558.67880236707
2485,130249.57764211413
157,135994.87039944358
88,123138.4790357492
2003,106173.66140488583
186,185261.64513170905
1425,234860.28552697875
2695,120889.40115068003
738,114807.59866307948
395,153109.1030336078
1353,157161.27848685827
1878,136978.89103344243
390,156819.00494158902
1456,228493.77634094332
1103,292126.65417144704
1387,116646.92548858798
2070,142650.1298434582
1199,163563.37732220287
2479,185652.603537575
501,309414.6872949866
2362,102665.13536757513
1718,195607.19029640633
2188,99366.52713351589
1483,160859.41906694468
2557,106303.62636973511
437,370608.5384338051
2224,191400.20956159793
1628,179498.63821022393
397,144763.03254643298
587,180614.51057026075
2182,664922.7537772428
971,125467.4485327956
2611,137953.16841582936
1887,103518.03583715422
2399,357635.9088975633
2148,198941.54894859047
304,114866.53693819421
1997,134508.11674527492
2817,129650.2745894665
1431,211828.75187210212
427,328895.5991634685
263,127731.8869632046
598,166841.5956396433
2895,230835.3051705025
687,137156.77085328367
1822,139626.63293325962
2191,104345.37914453598
179,113163.25679323707
1009,213048.2806809166
2010,134079.0081028753
1991,127211.61790408344
1411,168343.6263325492
1721,226671.78505137432
1144,190764.13583376567
593,210360.092017486
575,345393.90712200204
1249,161171.21843202607
1604,130639.90893562781
1064,410807.89715265797
1923,148594.26558133867
1988,106325.1626299144
2325,179986.09181925835
114,192716.96813011033
2700,156239.351768205
217,123798.92432077837
343,173864.5676354669
386,211791.0207994247
2005,107007.21575432477
2908,130408.22690101061
1814,227218.8300507326
2446,525425.2649659301
208,144071.61383297388
1679,111263.27160994563
822,317950.98569221655
6,197451.2890764802
1781,371262.5905565474
2397,282708.1683524184
2340,293164.63207992853
1618,170886.39398207748
2843,134241.3729615768
1061,356254.3677599976
2786,137511.835629387
1935,136890.88630947267
1341,130799.57744687035
521,263069.0932777532
2136,149914.8765578855
996,199629.65042597125
227,150468.22105634472
135,165120.82017325558
1167,156717.87525025575
294,224711.3022542849
1776,190761.7666167183
540,158074.87824216095
1717,198539.09971506367
2303,133621.3231711281
116,174308.28094588037
127,140860.13155575312
1371,120190.65936655403
1014,131731.825657576
1507,104279.1669561011
702,121345.46456129607
750,137313.2882012027
261,147329.26969143882
1559,82389.25751073204
577,198766.53351525852
2812,193284.07971611412
2080,146303.62740737363
1368,106383.74986469137
2376,135917.70888119363
659,109692.27448432294
1235,136176.15683272464
332,84040.73106132238
1917,144986.20506189205
2094,240637.3159969396
1460,242496.29188068595
1471,212211.71916836058
1509,121292.72481085703
1922,133966.78556252603
433,506302.9880740703
460,261163.11540190567
1116,231358.76950239151
1137,153225.97750825263
53,178122.1335879044
2354,248886.41007660047
1475,193821.84903105831
1761,497314.6384871423
842,144311.1051115744
2739,165671.84148611006
2509,154988.9865169744
1007,197084.76950826513
2610,173083.58843444876
1952,96227.68560664897
2719,164101.27643164078
2921,88246.5513569645
1966,141430.80880427215
292,110063.77190888526
1204,183246.59259664413
1829,250439.96143255243
2419,187551.754089203
391,156553.04529516105
798,109973.72099787503
481,208829.8881062131
193,175765.96429090542
555,123004.41428389239
899,58078.60851979567
2357,190153.29354252561
328,122542.49529644514
1356,111424.53325867493
1154,115821.49161740957
1730,184321.59357344208
2249,169990.61299590155
1119,273851.08123801055
2856,136292.4843942249
1394,125631.25034590316
2587,123058.82584388496
61,308879.82065325696
2661,169489.55591843912
2711,133271.0011044002
1147,182865.0206550059
757,127410.39969098261
2623,100903.18736241922
2378,142987.38167178712
1413,131358.05405509245
1722,218570.47832413108
1112,224650.0202186603
1623,190800.3367653768
1201,192472.31217103178
1513,110891.89416289206
957,277999.3073503976
1171,259630.6554605731
1145,190215.8054928307
2726,216943.07197140972
703,141637.76044543736
760,100644.68582292064
1964,155204.3307740803
2512,177744.9909949513
159,123149.89495162494
1281,161623.93973887802
468,189351.33604235025
290,118995.86027603663
665,96165.79523234372
1463,237470.13630347792
1792,213281.80649865296
923,147954.96127969894
500,253725.79769443674
1408,139536.87699767255
331,87184.9742737002
170,122981.39504511894
2192,107688.40760208466
2571,219461.61916109547
2314,177080.55729878842
2647,89902.23771684649
422,453262.1595938141
2457,318602.6271100488
1838,199793.77617237877
2805,239749.0577305779
1645,157600.18686718584
1711,295050.98985585343
2825,221450.88109548826
322,324660.9725565737
2103,243788.28067217773
342,118553.21845917153
600,134505.31771092414
488,175530.11169400724
1725,292420.4861306223
2246,264594.2458311892
2847,145493.4298250337
806,228471.50900644582
530,225004.20358886107
963,184070.85738431543
2678,105963.51235693217
171,91605.55841983618
2401,431120.7526107324
805,230833.36088011067
2259,235511.59570260145
1748,200814.4614804295
1361,124713.05675103392
1677,109918.11577721269
1406,154593.71151581488
2322,245454.49173393476
688,144935.6045761311
143,137368.7197225006
804,210895.31584213418
1214,175599.39350561934
2828,133759.11903929734
1999,134618.6245583759
2467,198276.9478852645
2665,147676.40451136415
1538,343813.0533184765
398,124076.71793412337
2822,133158.766252064
2157,149464.52931993813
1856,184909.97445775016
1269,104602.0883933319
2570,115819.81086175794
2320,238020.34022315568
1517,129402.08581807904
2304,125099.31743964125
1312,105193.60962369872
2012,139920.78108870747
506,233006.4542201424
2865,199203.71684393412
2367,102349.62814066577
554,94422.42794880587
238,128690.90030169341
1954,120402.92432713245
2488,128340.75555964306
2291,90361.32552237829
1969,112167.59111902409
2725,151406.1472529497
1482,158887.17283683427
2763,199082.07832329234
503,248941.81129391104
1584,250065.06725555184
1531,158308.65050523146
2210,161696.40737111476
459,317526.206662063
556,130106.64874406536
1347,121794.22034755882
1290,86854.42673189344
1388,104694.6854236324
1571,252400.17188700757
2754,201259.5531050683
765,131959.94121773413
2494,129629.36902999233
2870,226176.47138329924
7,211460.4417783673
1114,231996.49436109446
2418,263080.9775856281
291,113075.97573781741
18,316594.0277232746
39,375227.36341935844
1001,233090.65227698264
2442,215508.08522269386
616,124657.60923720048
2680,73881.81539321817
1414,131512.59513461776
289,150118.8688323291
40,234806.20730453116
860,127496.83037118778
409,131830.4432105081
673,143200.2265340887
2427,186729.06226362265
2036,197779.00443935144
2564,139347.5430796349
642,151245.42113514218
1008,176187.11072057183
1908,161409.97405958234
2519,193040.70074440734
1369,91910.98753334819
2855,158559.3587461797
712,95089.48474951724
1943,114247.83523842169
1958,124476.65536634346
107,167416.52393831732
2295,179290.7575633494
704,91206.89826247488
676,145913.2751641386
259,180880.08932612618
93,272915.9723520783
106,242336.66564335788
2315,174563.1026226636
1050,116520.61749775997
1095,205464.82403232224
2709,149086.92620447048
758,123879.20615280003
1496,151327.8643601627
2370,113656.1734979824
2458,273359.8969719197
2733,140659.49189582575
161,244051.10841291051
726,147624.46947401043
845,203286.08280910514
947,237724.20448757726
2232,77167.21510363187
2563,138574.0847955304
2299,129950.75515393923
211,88426.6437695359
605,154605.88983744793
1478,195984.20737988365
2247,266090.899366636
2274,182369.68008916234
2869,206049.47616084505
967,203000.71074020522
2656,129006.7184962855
667,188221.16137361003
1042,106778.13281307732
2023,138550.48598921558
2447,377744.07015951123
2055,133795.22956357495
2275,284756.34991391574
2204,174717.32071858773
1563,264289.5915548614
483,201017.44213627177
796,136162.0276457594
1526,164718.39111170973
2042,117921.10326547935
442,333728.3127469059
1693,312081.7821695365
1468,226285.63295170516
1430,203519.20152757582
2605,127966.70727010803
1529,201224.92647174204
335,137548.43394458725
1287,121752.31561817038
31,99849.82009587852
1785,318563.0642062605
82,165359.64343280467
2620,120621.2922325919
252,180745.6394274274
721,77166.53125273978
2165,187267.81213020766
2316,194850.4526611409
775,136765.6509628091
1558,88141.98516683935
17,212588.75988715413
1022,208016.12598025854
925,138706.9209625076
438,263746.6512786641
1270,131787.75553769147
1272,127879.1314145241
215,141774.59830963175
266,229445.74018403667
2402,286707.1577020146
1250,127573.74279392188
1984,102359.78742502892
1279,140311.92772916862
377,231602.4288273623
1252,118118.93978247928
2156,247115.57308184414
499,310498.64628518984
1374,136051.13176820092
2898,223542.57942584297
401,116404.81430228795
2721,145984.38683158462
2078,245948.9810658441
2589,130540.1163997845
1946,210962.6292491221
1334,129196.31819739517
2781,217690.02026116033
431,386376.593096286
576,194348.11906072422
1474,202441.89529910166
2254,140666.21566999704
2155,277248.88966465
885,104355.76094383605
643,141048.96200253456
1944,128715.73714910621
480,202093.2283706054
2845,100883.0973201633
2387,310837.2860571382
2407,203856.2801411638
2527,174879.4963283084
2514,161798.59566612777
629,136413.27953190598
80,206318.00546619613
1876,145319.09934833492
1546,115630.01648304185
2518,177441.67258897307
2347,160243.69412705908
783,222109.94429918844
1322,66452.46639079592
194,87598.68683192084
1770,280914.3566874149
2143,147452.09602166485
1229,214784.28748202015
511,264777.64450644545
46,224162.90834824965
1348,142963.2012837435
2465,194828.44494661354
387,230407.17055417527
873,220454.0120501921
1918,119137.96005208534
2764,227829.48991356348
2184,122484.845000812
934,141617.18505139224
1920,127582.06178076241
2631,152181.0906628884
1768,681273.4982262452
2040,106073.48508519298
1749,215425.04642830073
834,250826.80107199406
1457,219444.0588461299
79,124083.02160510595
2302,130970.19212165916
1817,154460.27311686
2755,227234.7127286928
359,182923.35449398286
2059,120113.6065092519
2092,225007.89903535665
2516,220504.94422800172
150,112074.26499004893
1656,133939.59045950454
83,91150.54674882507
2411,183002.8629577996
795,83362.32038608022
2312,206348.4821708088
2917,100917.63720345504
1624,176053.7628623497
2215,284656.18933142186
1211,146935.25835184028
1485,165088.8924362459
1024,182216.05578523414
570,193977.09331673392
2874,131571.73955237633
700,128572.01718227247
2756,195876.79827209996
2022,160175.632302618
583,218776.33983967875
